150 49631266

         6        68        93        61        76        61        91        23        52        64        45        35        61         4        22        23        29        85        69        70        74        13        77        27        94        25        33        94        76        83        20        55        77        82        79        13        91        60        13        11         6        12        54        57        41        91        50         4        57        40        93         0        74        59        64        66        70        90        62         0        33        23        60         2        19        77        36        67        31        28        42        69        74         8        23        14        40        65        40        36        27        25        97        34         9        93        88        67        19        17        15        98        24        98        82        34         8        23         8        75        41        45        53        21        97        52        87        88        97        79        65        92        50        76        13        78        34        82        21        79        59        69        50        66        21         8        40        23        24        67        58        68        24        61        55        24        42        41        28        53        97        55        69        73         9        72        36        38         8        27
        71        27         7        25        81        87        96        61        47         8        25        90        73        39        83        15        75        31        75        47        26        54        77        55        37        22        96        82        98        83         9        76        81         3        88        32        53        60        90        75        12        88         0        98        85        48         6        16        58        68        80        74         0        21        26        23        69        91        18        33        18        58        53        94        80        85        38        59        35        74        35        83        50        26        44        60        74        73        50        52        19        21        33        88         7         3        45        11         3        12        75        72        65         3        77         5        17        75        66        57        17        25        65        47        34         6        13        10        80        28        43        76        33        67        83        62        28        86        73         6        34        17        22        10         2        77        95         2        81        84        63        14        64        63        48         9        91        26        33        41         2        10        54        26        30         8        14        88        55        49
         8        21        94        41        91        34        52        80        55        66        58         0         6        58        46        77        84        44        87        27        89        73        46        32        18        29        76         2        91        53        30        66        19        72        77        95         2        98        76        78        94        74        79        37        75        15        54        71        44        61        34        59        21         0        56        28         4        42        93         0        81        77        69        51        27        27        76        41        53        45        48        15        42        65        41        77        35        56        15        80        82        98        97        12        35        84        70        26        36        59        41        57        15        10        33         0        58        95        48        90        78         2        69        99        41        73        27        99        12        58        47         7        92        87        62        44        72        58        62        53        98        38        74        32         7        85        41        41        21        43        33        80        15        37        94        33        19        57        46        61        39        74        94         8        62        86        12        78        45        82
        77         6        19         8        37        28        48        35        29        94         7        13        19        31        86        36        58        48        67        17         5        42        22        49        83        18        64        88        43        85        80        35        75        93        94        30        80        82        11        98        80        63         9        30        37        41         9        39        71        76        31        64        26        56         0        51        12        69        39        60         4        47        80        43        33         1        87        68        28        83        30        34        41        39        85        33        36         8        96        83        86        35         4        93        74        11        39        95        80         5        92        13        83        48        36        37        43        89        94        32        28        38        55        21        25        88        58        39        90        17        32         9        58        92        14        77        30        85        85        99         7        91        44        54        75        17        59        86        44        89        10        53        37        41        64        98        83        35        61        18        35        86        70        53        30        62        92        71        81        20
        74        67        54        46        78        55        12        17        74        50        86        71        45        92        17        15        26         1        62        40        67         9        13        15        64        35        93        43        44        88        18        53        55        67        38        12        78        78        89        42        52        96        36        51        12        78        43         5        86        60        59        66        23        28        51         0        83        51        85        93        75        73        60        14        87        28        61        77        10        40        62        92        20         6        71        61        81        64        65        98        90        23        85        29        50        92        64        71        32        49         6        60        36        56        60        89        40        36         2         8        75        80        95        58        98        20         4        32        12        15        42         7        83        54        37        51         5        73         6        21        55        87        81        92        22        63        82        96        91        89        60         6        81        60        94        38        48        71        92        57        48        81        46         1        91        12        94        43         5        46
        30        26        37        52        90        63        17        45         7        37        58        61        13        11        66        31        79        30        59        71        17        54        54         6        21        26        19        95        99        49         4        26        66        24        73        67        31        70        37        53        20        95        77        66        10        33        58        79        83        65        30        70        69         4        12        83         0        45        51        73        49        30        58        18        35        54        75         6         4        82        19        30        31         3        17        42        41        83        61        26        75        51        58        17         0        61        67        55        72        16        11        87        20        38        23        27        31        86        18        85        90        77         3        85        81         8        52        67        77        45         6        20        25         0        92        83        43         2         2        51         4        38        37        43        66        30         7        78        41        85        92        88        28        63        96        49        11        14        11        32         6         3        58        26         6         6        54        30        94        24
        89        82         0        22        64        10        13        51        30        42        24        67        21        53        45        46        73        40        29        10        17        82        99        88         2        79        29        24         8        45        17        51        64        66        46        18        53        27        34        66        22        21        80        38        73        17        49        23         2        91        85        90        91        42        69        51        45         0         8        60        50        86        35        18        71         7        77         7         5        39        39        23        82        69        82        38        52        85        47        21        56        44        24        85        86        73        58        95        12        49        38        24        54        58        79        42        98        44        15        12        74        19        82        11        70         5        64         2         3        28        43        40        77        88        74        12        12        17        44         1        21        54        46        68        14        55        74        41        40        88        68        67        67         7        12        74        46         2        95        36        46        67        66        66        32         7        29        92        40        12
        76        44        20        33        49        78        35        26        64        40         6        68        32        97         3        21        91        91        65        82        67        27        22        38        35        30        56        71        36        21        17        28         7        80        16        57        43        74        91        23        55        41        78        62        42         3        92        16        13        63        52        62        18        93        39        85        51         8         0        79        19        28        26        17        41        86        30        40        26        50        98        79        43        90        21        71        83        42        46        71        98        12        13         5        70         0        41        59        51        82        30        62        87        79        44        53        11        15         2        89        84        23         3        32        59        69        19        43         1        52        20        17        98        58        16        28        42        18        16        48        70        24        21        84        49        45        59        31        63        53        62        19        70        11         0        74        72        78        48        77        16        60        46        67        45        67        34        54        25        31
        76        35        12        68        46        17         7        54        45         6        37        65        56        56        13        81        85        44        12        88         8        73        54        10        58        60        20        10        68        43        71        35        17        42        29        65        85        26        69        35        68        25        83        72        26        86        25        99        91        67         6         0        33         0        60        93        73        60        79         0        75        55        87        52        77        77        93        65        20        35         0        14        51        94         9        60         7        78        39        28        19        50        36        67        23        63        14         9        20        14        18        92        62        68        14        94        94        54        45        51        57        27        26        51        41        95        94        34        25        42        31        25        13        75         5        85        31        92        70        62        72        10        38        53        78        39        55        59        24        54        78        77        52        38        50        64        67        14        24        73        71        17        93        74        29        86        50        11         6        80
        40         3        11        52        19        90        96        59        13        30        69        78        26        53         3        27        21        40        57        87        84         9        64        71        83        71         0        60        21        63        90        68        55        92        62        12        18        32        54         7        22        33        93        69        32        76        25        25        26        25        99        33        18        81         4        75        49        50        19        75         0        96         9        95        17        98        28        12        64        55        81        37         3        40        98        21         7        30        41        24        91        95        83        38        93        62        87        26        32        58        26        42        33        38         9        94        74        11        14         3        82        73        61        36        86        20        24        97        19        57        44        67        87        94        32        25        11        32        68        79        91        93        25        34        30         4        82        24        62        60        48        27        67        46        36        53        66        16        44         1         2        41        85         4         9        20        52         9        62        10
        93        62        66        28        60         0        17        57         7        12        57        33        79        64        19        70        26        14        76        65        80        85        51        99        22        75        56        17        77        17        93        20        79        20        77        63        47        12        48        50        49        68        20        77        56        40        70         0        16        56        19        23        58        77        47        73        30        86        28        55        96         0        76        25        28         1        22         8        46        45        57        28        81        90         7        12        10        35        29        59        19         6         5        85        71        79        11         4        61         8        38        14        77        80        78        49         3        96        57        76        25        31        28        41        90        48        27        38        21         4        88        52        57        17        41        44         3        66        19        73        64        35        28         8        45        69        93        19        96        75        83         1        64        26        51        49        29        74        84        53        82        51        43        50         5        46         4        33        43        25
        56         8        84        75        93        66        59        25        96        34         6        92        71        77        88        89        17        17        77        96        91        51        44        23        89        68        18        77        32        98        14        71        20        32        43        26        49         8        56        86        90         8        85        40        42        74        35        99        12        21        95        60        53        69        80        60        58        35        26        87         9        76         0         6        60        77        40        84         3        75        82        11        11         2        24        33        21        40        58        30        26        83        99        11         3        10        90        17        93        20        19        90        50        56        24        67        95        42        82        75        46        76        22        40        18        60        54        35        71         6        82         3        42        30        62        11        81        87        90        59        89        88        87        10        95        14        73        51        80        39        85        45        37        35        76        15        68        49        89        55        56        37        83        69        93        96         7        72        64        54
         1        51        80        99        35        62        26        99        98        27        50        21         7        51        49        54        90        48         5        68        58         3        45        89         3        94        14        52         7        49        48        60        93        13        98        95        65        11        84        92        38        81        64         9        70        92        13        96        20        66        20         2        94        51        43        14        18        18        17        52        95        25         6         0        18        72        92        15        96        18        58        17        28         1        56        57         7        27        49        48         7        45        90        37        32        91        81        73         1        24        56        81        67        28        35        42         0        59        61        39        85        37        43         0        75         5        61        53        43        45         2        39        39        45        92        57        76        39        44        72        81        89        96        35        23        42         0        54        64        54        38         9        83        60        94        78        81        32        57        96         0        17        91        40        96        45        94        68        98        40
        50         1         1         6        47        30        30        87        47        29        87        34        70        36        84        96        13        62        55        54         4        84        42         0        10        34         4        74        58        50        52        70        31        29        47        53        21        50        21        99        33        27        46        46         2        93        30        86        82        70        62        19        80        27        33        87        35        71        41        77        17        28        60        18         0        76         8        22        13        52         3        11        37         5         5        32        63        59        41        89        91        63        18         8        20        24        42        33        29        51        59        21        67        88        28        45         0        77        64        84        60         6        10        72        92        18        50         7        21        59        58        17        22         9        60        30        54        86        75        26        53        73        78        17        35        94        28        27        37        11        67        51         9        64         8        37        16        33        55        40         7        32        60        13        77        69         5        28        28        72
         4        91        55        85        69        76        43        34         0        33        63        27        35        52        57        62        62        95        59        24        47        48        87         6        81        67        72        58        79         7         6        68         7        58        13        94        37        15        51         7        66        60        34        94        10        49        38         9        91        29        72        77        85        27         1        28        54         7        86        77        98         1        77        72        76         0        14         4        88        62        92        49         3        89        88        69        65        41        74        71        34        30        50        52        73        81        88        91        57        30        79        65        95        76        16        71         3        26        66        44        24         5        86        45        53        76        31        93        32        43        27        37        65        39        99        20        29        85        50        53        13        52         0        62        63        95        44         0        95        32        11        37        38        67        58        24         1        54        90        43        28        93        93        89        15        68        28        66        99        11
        36        39         9        65        54         0        53        79        60        82        85         9        96        18        93        46        54        69        92        15        82         5        81        16         0        47        33        63        82        47        78        27        44        83        44        26        51        48        42        56        81        69         2        25        49         3        35        92        10        56        97        36        38        76        87        61        75        77        30        93        28        22        40        92         8        14         0        44        81        24        39        14        28        35        71        30        69        39        82         4        11        60        65        79        38        20         7        65        37         0        94        32        93        96        80        61        47        12        76        39        24        10         4        17        32        64        64        86        41         3        79        90        20        20        99        53        76        67        84        74        95        69        73        62        89        50        56        63        25        40        71        26        44        64        83        23        66        71        57         0         1        79        82        69        14        81        14         6        55        24
        27        87        21        47        87        91        26        24        94        54        35        26        47        53        76        60        87         2        13        26        23        99        50        75        61        85        22        47        63        44        56        85        37        85        24        93        82        83        50        97        27        37        52        65         7        12        52        93        88        66        49        67        59        41        68        77         6         7        40        65        12         8        84        15        22         4        44         0        90        42        34        84        26        84        97        97        47        99         6        16        76        33        61        33        63        98        79        12        25        18        70        94        72        26        99        89         8        43        11        70        58        96        79         6        94        57         3        32        55         4         5        55        64        70        14        93        85        51         7        89         7        41        53        45         0        14        13        44        35        27         4        93         1        99        62        76        29        14        93        45        99        71        72        53        37        84        31        92        60         3
        85        72        12        90        12        62        37        41        53        75        20        79        30        86        49        18        28        80        72        42        87        29        10        81        25        77        82        17        78        15        40        27        78        85        98        48        58        48        61        28        47        57        59        17         2        24        66        54        99        29        77        31        35        53        28        10         4         5        26        20        64        46         3        96        13        88        81        90         0        55        16        39        30        76         7        29        89        44        33        10        15        68        65        22         0        88        16        80        29        36        55        99        74        36        90        18        54        95         2        45        88        11        81        84        42        86        42        50        79        32        74        61        31        19        26        36        36         0         3        63        73        32        67        72         7        78        63        98        60        89        48         1        78        79        52        59        15        90         2        76        74        21        29        89        60        38        14        69        57         8
         2        45        65        24        39        73        93        29         6        75        72        33        32        40        29        97        70        40        71        29        90        69        96        46        91        72        52        97        12        57        74        40        25        70        29        63        88        13        61        93        46        35         6        41        46        62        40        57         7        63        83        28        74        45        83        40        82        39        50        35        55        45        75        18        52        62        24        42        55         0        12        71         1        34        48        65        94        96        47        34        34        84         2        60        34        69        57         7        74        12        37        87        71        89        56        70         2        43        13        25        83        25        65        47        94        75        29         0        71        46        87        78        76        75        55        94        98        62        83        18        78        53        78        29         7        37        97        61         9        36        15        78        96         8        91        45        52        79        44        97        10        44        24        85        75        65        48        95        60        18
         1        96         7        79        33        38        35         7        97        54        91         1        23        55        25        12        81        20        28        23        31        18        89        15         9        62         3        10        25        59        98        86        98        34        90        64        77        78         9         5        67        79        65        59        57        20        30        51         5        77        73        42        35        48        30        62        19        39        98         0        81        57        82        58         3        92        39        34        16        12         0        46        84        12        10        18        98         1        85        44         7        73        18        68        11        73        85        22        52        16        88         7        25        41        58        62         6         1        43        37        23        75        85        61        32        90        61        87        50        24        72        93        28        90        94        58        64         1        15        34        52        39        81        26        85         3         3         9        63        96        55        71        65        94         6        14        10        99        36        49        55        68        21        56        66        63        96        73         3        41
        15         7        17        70        54        49        49        26        20        19        86        22        35        78        36         6        95        64        72        36        71        73        52        84        60        93        23        13        43        98        93        54        17         1        92        33        18        96        87         7        48        96        57        79        22        45        68        31        71        27        94        69        83        15        34        92        30        23        79        14        37        28        11        17        11        49        14        84        39        71        46         0        39        29        93        35        24        87         2         0        57        85        32        71        57        55        64        42        47        69        96        35        82        53        64        10        61        35        53        87        88         9        31        38        24        24        90         6        10        48         1        75        17        31        38         8        83        68        67        27        88        23        91        71         2        25        40        96        51        23        20        56        69        51        50        50        20        18        63        91        10         5        30        63        35        38        57        46        55        64
        11        87        51        28        12        85        33        71        94        67        11         2        39        74        24        43        11        99         4        92        80        61        28        17        56        37        78        98        51         9        32        16        25        76        34         9        32        77        99        86        92        74        23         6        79        16        56        74        53        73        35        74        50        42        41        20        31        82        43        51         3        81        11        28        37         3        28        26        30         1        84        39         0        58         3         9        11        62        42        48        53        87        28         1        17        75        38        77        68        14        78        68        36        21        40        92        66        23        87        91        30        36        15        42        47        94        13        94        33        71        35        87        51        40        70        94        99        10        97        44        76        69        91        38        24        87         6        65        54        86        49         2        48        44        93        36        82        30        58        77        32        35         2        58        10        98         5        43        62        24
        35        68        84        19        10        86        87        36        42        42        22        10        56        23        95         6        98        47        75        47        22        84        85        71        13        74        51        11        99        83        75        61        21        45        12        56        52        67        39        79        78        46        54        75        99        16        59        75         1        63        89         8        26        65        39         6         3        69        90        94        40        90         2         1         5        89        35        84        76        34        12        29        58         0        94        79        93        68        75        36        43        33        38        76        61        74        27        78        42        98        83        91        26         5        82        60        44        42        76        99        66        11        34        52         7        40        62        24        23        29         0        73        26        16        91        32        10        99         1        59        90        35        62        14         2        83        87        37        37        86        67        23        19        97        77        65        67         6        23        67         7        77        70        85        29        49         2        94        76        95
        11        33        87        87         4        88        55        18         4        63        84        27        80         2        48        73        56        64        41        61        33        14        32        49        40        40        26         8        41        24        68        96        27        72        75        50         8        88        91        62        84        94        25        62        22        29        51        27         1        19         8        23        44        41        85        71        17        82        21         9        98         7        24        56         5        88        71        97         7        48        10        93         3        94         0        47         3        36        81        56        61         5        97         4        26        94        46        92        45        51         7        10         6        53        71        56        85        22        87        65        22        28        99        25        98        55        79        82        32        68        46        74        25        61        95        55        10        41        71        13         7        98        90        35        75        69        25        23        54        98        86        29        92        93        66        46         2        40        41        47        89        28        38        80        47        57        74        38        59         4
        20         3         2        80        88        13        48        57        30        79        57        38        28         8        11        14        46         4        68        89        54        92        62        15         5        14        80        56        47        23        32        58        67        69        54        97        96        76        63        80        93         5        39        96        61        32        17        86        91        67        29        14        60        77        33        61        42        38        71        60        21        12        33        57        32        69        30        97        29        65        18        35         9        79        47         0        26        92        75        94        17        40        37        58        56        19         1        39        91        81        33        14        88        22        36        64        79        23        65         4        14        51         1        81        11        39        59        31        15        86        78        41        42        94         0        93        21        93        61        52        29        33        27        29        53        77        23        47        38        65        40        45        23        22        68        49        93        22        64        81        94        97        53        82        10        91        23        32        26        22
        21        21        27         4        54        71        63        16        25        10        73        25        78         7        58        66        69        91        96        63        75        65        74        14        49        56        57         0        17        47        60        52        23        46        80        52        22        76        62        27        38        19        89         6        25        67        57         3         8        71        81        40        74        35        36        81        41        52        83         7         7        10        21         7        63        65        69        47        89        94        98        24        11        93         3        26         0        11        22        33        87        58         1        38        84        61         9        10        93        57        81         9        39        62        49        90        34        11        81        50        21        38        26        11        72        17        84        42        76        12        82        35        33        76        18        94        93        63        82        60         7        66        55        40        10        11        19        61        71        51        62        85        66        67        68        17         9         0        92        66        22        95        59        79        24        42        50        69        26        33
        61        90        82        21        46        46        81        28        64        79         6        59        62        88        17        69        17        55         1         2        61        23        21        58        69        86        85        47        91        30        82        92        61         2        67        46        64        73        52        94        42        19        94         9        51        23        36        24        32        49        78        65        73        56         8        64        83        85        42        78        30        35        40        27        59        41        39        99        44        96         1        87        62        68        36        92        11         0        76        11        19        12        63         6        60        75        75        63        87        93        72         4        17        75        20        30        99        18        70        55        10        78        65        92        56        91        56         0        16        60        50         2        72        72        20         1        35        41        58        11        31        72        38        99         8        67        26        21        60        28        65        82        51        72        81        61        35         9        61        10        45        41        31        39        43        95         9        96        54        66
        80        45        71        34        82        75        55         1        12        93         1        44        81        72        45        97        47        80        89         6        72        83        18         8        79        51        84        41        42        16        24        63        89        56         2        15        21        92        32         4         0        51        51        47        72        54        91         7        97        11        16        40        50        15        96        65        61        47        46        39        41        29        58        49        41        74        82         6        33        47        85         2        42        75        81        75        22        76         0        85        75        58         9        64         8        22        55        34        98        82        64        67        48        98        35        50        18        68        23        35         7         8        69        73        49        29        36         9         8         0        19        77        62        27        77        33        96        88        19        25         3        30        40        17        36        98        23        69        66        14        96        28        73        39        15        72        92         8         9        44        31         9        46        83        63        58        77        26        88        78
        58        47        71        12        84        98        12        24        44        87        19        28        80        27        19        32        96        59         0        26        73        37        10        30        19        54        76        29        25        28        99        55        60        70        92        50        36        72        15        63        65        85        74        38        89        57        21        41        26        53        52        36        52        80        83        98        26        21        71        28        24        59        30        48        89        71         4        16        10        34        44         0        48        36        56        94        33        11        85         0        79        37        12        38        75        60        58         1        70         8        91        32         4        51        29        19        25        53        91        39        52        54         8        32        31        16        77        30        37        78        67        31        16         6        18        18        61         2        99        94        62        23         1        99         6        93         0        26        19        97        80        22        75        15        20        46        68        40        54        58        24        60        58        51        80        32        63        13        66         2
        21        25        40        20         8        53        28        68        74        13        72        72        13        21        52        97        14        47        78        32        52        19        50         8        45        83         4         4        84        71         3        59        64        77        54        96         2        86        57        25        87        92        53        19        74        14        21        58        16        68        84        27        19        82        86        90        75        56        98        19        91        19        26         7        91        34        11        76        15        34         7        57        53        43        61        17        87        19        75        79         0        31        78        55        26        79        92        57        90        67        72        56        55        18        46        86        25        96        45         3        16         8        60        23        54        41        29        78        43        80        43         6        27        23        54        65        89        63        37        65        82        46        76        47        56         1        77        45        69        18        70        97        60        61        14        16        81        44        16        36        50        22        66        33        45        41        22        55        58        80
